"Graves Creek at Highway12", 76HB 02800
Timestamp,Discharge.discharge@76HB 02800 (ft^3/s),Approval Name
2016-06-16 14:29,5.340,Approved
2016-06-16 14:59,5.345,Approved
2016-06-16 15:29,5.289,Approved
2016-06-16 15:59,5.300,Approved
2016-06-16 16:29,5.294,Approved
2016-06-16 16:59,5.272,Approved
2016-06-16 17:29,5.237,Approved
2016-06-16 17:59,5.185,Approved
2016-06-16 18:29,5.144,Approved
2016-06-16 18:59,5.126,Approved
2016-06-16 19:29,5.060,Approved
2016-06-16 19:59,5.048,Approved
2016-06-16 20:29,5.036,Approved
2016-06-16 20:59,5.030,Approved
2016-06-16 21:29,4.981,Approved
2016-06-16 21:59,4.963,Approved
2016-06-16 22:29,4.938,Approved
2016-06-16 22:59,4.938,Approved
2016-06-16 23:29,4.920,Approved
2016-06-16 23:59,4.895,Approved
2016-06-17 00:29,4.895,Approved
2016-06-17 00:59,4.870,Approved
2016-06-17 01:29,4.838,Approved
2016-06-17 01:59,4.870,Approved
2016-06-17 02:29,4.876,Approved
2016-06-17 02:59,4.876,Approved
2016-06-17 03:29,4.845,Approved
2016-06-17 03:59,4.851,Approved
2016-06-17 04:29,4.845,Approved
2016-06-17 04:59,4.845,Approved
2016-06-17 05:29,4.870,Approved
2016-06-17 05:59,4.838,Approved
2016-06-17 06:29,4.864,Approved
2016-06-17 06:59,4.857,Approved
2016-06-17 07:29,4.851,Approved
2016-06-17 07:59,4.851,Approved
2016-06-17 08:29,4.851,Approved
2016-06-17 08:59,4.882,Approved
2016-06-17 09:29,4.895,Approved
2016-06-17 09:59,4.914,Approved
2016-06-17 10:29,4.963,Approved
2016-06-17 10:59,4.969,Approved
2016-06-17 11:29,4.975,Approved
2016-06-17 11:59,4.988,Approved
2016-06-17 12:29,5.012,Approved
2016-06-17 12:59,5.012,Approved
2016-06-17 13:29,5.006,Approved
2016-06-17 13:59,4.994,Approved
2016-06-17 14:29,5.006,Approved
2016-06-17 14:59,5.018,Approved
2016-06-17 15:29,4.988,Approved
2016-06-17 15:59,4.981,Approved
2016-06-17 16:29,4.926,Approved
2016-06-17 16:59,4.895,Approved
2016-06-17 17:29,4.813,Approved
2016-06-17 17:59,4.697,Approved
2016-06-17 18:29,4.664,Approved
2016-06-17 18:59,4.611,Approved
2016-06-17 19:29,4.591,Approved
2016-06-17 19:59,4.550,Approved
2016-06-17 20:29,4.503,Approved
2016-06-17 20:59,4.454,Approved
2016-06-17 21:29,4.405,Approved
2016-06-17 21:59,4.503,Approved
2016-06-17 22:29,4.384,Approved
2016-06-17 22:59,4.356,Approved
2016-06-17 23:29,4.426,Approved
2016-06-17 23:59,4.370,Approved
2016-06-18 00:29,4.398,Approved
2016-06-18 00:59,4.405,Approved
2016-06-18 01:29,4.419,Approved
2016-06-18 01:59,4.461,Approved
2016-06-18 02:29,4.398,Approved
2016-06-18 02:59,4.468,Approved
2016-06-18 03:29,4.468,Approved
2016-06-18 03:59,4.496,Approved
2016-06-18 04:29,4.468,Approved
2016-06-18 04:59,4.475,Approved
2016-06-18 05:29,4.509,Approved
2016-06-18 05:59,4.537,Approved
2016-06-18 06:29,4.503,Approved
2016-06-18 06:59,4.503,Approved
2016-06-18 07:29,4.523,Approved
2016-06-18 07:59,4.509,Approved
2016-06-18 08:29,4.530,Approved
2016-06-18 08:59,4.544,Approved
2016-06-18 09:29,4.571,Approved
2016-06-18 09:59,4.604,Approved
2016-06-18 10:29,4.677,Approved
2016-06-18 10:59,4.644,Approved
2016-06-18 11:29,4.703,Approved
2016-06-18 11:59,4.736,Approved
2016-06-18 12:29,4.690,Approved
2016-06-18 12:59,4.736,Approved
2016-06-18 13:29,4.723,Approved
2016-06-18 13:59,4.690,Approved
2016-06-18 14:29,4.697,Approved
2016-06-18 14:59,4.684,Approved
2016-06-18 15:29,4.651,Approved
2016-06-18 15:59,4.611,Approved
2016-06-18 16:29,4.742,Approved
2016-06-18 16:59,4.684,Approved
2016-06-18 17:29,4.920,Approved
2016-06-18 17:59,4.895,Approved
2016-06-18 18:29,4.876,Approved
2016-06-18 18:59,4.870,Approved
2016-06-18 19:29,4.914,Approved
2016-06-18 19:59,4.870,Approved
2016-06-18 20:29,4.826,Approved
2016-06-18 20:59,4.819,Approved
2016-06-18 21:29,4.800,Approved
2016-06-18 21:59,4.749,Approved
2016-06-18 22:29,4.730,Approved
2016-06-18 22:59,4.697,Approved
2016-06-18 23:29,4.684,Approved
2016-06-18 23:59,4.657,Approved
2016-06-19 00:29,4.638,Approved
2016-06-19 00:59,4.631,Approved
2016-06-19 01:29,4.598,Approved
2016-06-19 01:59,4.598,Approved
2016-06-19 02:29,4.624,Approved
2016-06-19 02:59,4.598,Approved
2016-06-19 03:29,4.598,Approved
2016-06-19 03:59,4.598,Approved
2016-06-19 04:29,4.598,Approved
2016-06-19 04:59,4.598,Approved
2016-06-19 05:29,4.598,Approved
2016-06-19 05:59,4.598,Approved
2016-06-19 06:29,4.598,Approved
2016-06-19 06:59,4.624,Approved
2016-06-19 07:29,4.591,Approved
2016-06-19 07:59,4.598,Approved
2016-06-19 08:29,4.618,Approved
2016-06-19 08:59,4.651,Approved
2016-06-19 09:29,4.677,Approved
2016-06-19 09:59,4.651,Approved
2016-06-19 10:29,4.671,Approved
2016-06-19 10:59,4.664,Approved
2016-06-19 11:29,4.690,Approved
2016-06-19 11:59,4.684,Approved
2016-06-19 12:29,4.730,Approved
2016-06-19 12:59,4.703,Approved
2016-06-19 13:29,4.684,Approved
2016-06-19 13:59,4.664,Approved
2016-06-19 14:29,4.644,Approved
2016-06-19 14:59,4.618,Approved
2016-06-19 15:29,4.638,Approved
2016-06-19 15:59,4.657,Approved
2016-06-19 16:29,4.577,Approved
2016-06-19 16:59,4.604,Approved
2016-06-19 17:29,4.489,Approved
2016-06-19 17:59,4.509,Approved
2016-06-19 18:29,4.412,Approved
2016-06-19 18:59,4.291,Approved
2016-06-19 19:29,4.363,Approved
2016-06-19 19:59,4.298,Approved
2016-06-19 20:29,4.112,Approved
2016-06-19 20:59,4.165,Approved
2016-06-19 21:29,4.158,Approved
2016-06-19 21:59,4.012,Approved
2016-06-19 22:29,4.150,Approved
2016-06-19 22:59,4.203,Approved
2016-06-19 23:29,4.105,Approved
2016-06-19 23:59,4.074,Approved
2016-06-20 00:29,4.120,Approved
2016-06-20 00:59,4.128,Approved
2016-06-20 01:29,4.135,Approved
2016-06-20 01:59,4.218,Approved
2016-06-20 02:29,4.218,Approved
2016-06-20 02:59,4.188,Approved
2016-06-20 03:29,4.232,Approved
2016-06-20 03:59,4.232,Approved
2016-06-20 04:29,4.269,Approved
2016-06-20 04:59,4.203,Approved
2016-06-20 05:29,4.276,Approved
2016-06-20 05:59,4.240,Approved
2016-06-20 06:29,4.247,Approved
2016-06-20 06:59,4.313,Approved
2016-06-20 07:29,4.240,Approved
2016-06-20 07:59,4.298,Approved
2016-06-20 08:29,4.284,Approved
2016-06-20 08:59,4.327,Approved
2016-06-20 09:29,4.384,Approved
2016-06-20 09:59,4.433,Approved
2016-06-20 10:29,4.468,Approved
2016-06-20 10:59,4.523,Approved
2016-06-20 11:29,4.482,Approved
2016-06-20 11:59,4.544,Approved
2016-06-20 12:29,4.173,Approved
2016-06-20 12:59,3.459,Approved
2016-06-20 13:29,4.468,Approved
2016-06-20 13:59,4.035,Approved
2016-06-20 14:29,4.489,Approved
2016-06-20 14:59,4.503,Approved
2016-06-20 15:29,4.482,Approved
2016-06-20 15:59,4.489,Approved
2016-06-20 16:29,4.433,Approved
2016-06-20 16:59,4.447,Approved
2016-06-20 17:29,4.313,Approved
2016-06-20 17:59,4.043,Approved
2016-06-20 18:29,4.051,Approved
2016-06-20 18:59,3.996,Approved
2016-06-20 19:29,3.925,Approved
2016-06-20 19:59,3.996,Approved
2016-06-20 20:29,3.876,Approved
2016-06-20 20:59,3.735,Approved
2016-06-20 21:29,3.743,Approved
2016-06-20 21:59,3.640,Approved
2016-06-20 22:29,3.752,Approved
2016-06-20 22:59,3.640,Approved
2016-06-20 23:29,3.735,Approved
2016-06-20 23:59,3.709,Approved
2016-06-21 00:29,3.683,Approved
2016-06-21 00:59,3.683,Approved
2016-06-21 01:29,3.692,Approved
2016-06-21 01:59,3.700,Approved
2016-06-21 02:29,3.709,Approved
2016-06-21 02:59,3.752,Approved
2016-06-21 03:29,3.760,Approved
2016-06-21 03:59,3.768,Approved
2016-06-21 04:29,3.819,Approved
2016-06-21 04:59,3.777,Approved
2016-06-21 05:29,3.785,Approved
2016-06-21 05:59,3.827,Approved
2016-06-21 06:29,3.785,Approved
2016-06-21 06:59,3.827,Approved
2016-06-21 07:29,3.819,Approved
2016-06-21 07:59,3.852,Approved
2016-06-21 08:29,3.843,Approved
2016-06-21 08:59,3.892,Approved
2016-06-21 09:29,4.051,Approved
2016-06-21 09:59,4.074,Approved
2016-06-21 10:29,4.128,Approved
2016-06-21 10:59,4.143,Approved
2016-06-21 11:29,4.051,Approved
2016-06-21 11:59,4.035,Approved
2016-06-21 12:29,4.043,Approved
2016-06-21 12:59,4.035,Approved
2016-06-21 13:29,4.020,Approved
2016-06-21 13:59,4.004,Approved
2016-06-21 14:29,4.028,Approved
2016-06-21 14:59,4.043,Approved
2016-06-21 15:29,3.996,Approved
2016-06-21 15:59,4.020,Approved
2016-06-21 16:29,4.020,Approved
2016-06-21 16:59,4.020,Approved
2016-06-21 17:29,3.925,Approved
2016-06-21 17:59,3.876,Approved
2016-06-21 18:29,4.059,Approved
2016-06-21 18:59,4.112,Approved
2016-06-21 19:29,4.150,Approved
2016-06-21 19:59,4.188,Approved
2016-06-21 20:29,4.210,Approved
2016-06-21 20:59,3.892,Approved
2016-06-21 21:29,3.587,Approved
2016-06-21 21:59,3.542,Approved
2016-06-21 22:29,3.469,Approved
2016-06-21 22:59,3.542,Approved
2016-06-21 23:29,3.496,Approved
2016-06-21 23:59,3.560,Approved
2016-06-22 00:29,3.533,Approved
2016-06-22 00:59,3.578,Approved
2016-06-22 01:29,3.542,Approved
2016-06-22 01:59,3.505,Approved
2016-06-22 02:29,3.560,Approved
2016-06-22 02:59,3.569,Approved
2016-06-22 03:29,3.578,Approved
2016-06-22 03:59,3.587,Approved
2016-06-22 04:29,3.587,Approved
2016-06-22 04:59,3.551,Approved
2016-06-22 05:29,3.596,Approved
2016-06-22 05:59,3.596,Approved
2016-06-22 06:29,3.604,Approved
2016-06-22 06:59,3.596,Approved
2016-06-22 07:29,3.587,Approved
2016-06-22 07:59,3.622,Approved
2016-06-22 08:29,3.657,Approved
2016-06-22 08:59,3.743,Approved
2016-06-22 09:29,4.051,Approved
2016-06-22 09:59,4.254,Approved
2016-06-22 10:29,4.254,Approved
2016-06-22 10:59,4.269,Approved
2016-06-22 11:29,4.269,Approved
2016-06-22 11:59,4.291,Approved
2016-06-22 12:29,4.232,Approved
2016-06-22 12:59,4.180,Approved
2016-06-22 13:29,4.173,Approved
2016-06-22 13:59,4.066,Approved
2016-06-22 14:29,4.035,Approved
2016-06-22 14:59,4.012,Approved
2016-06-22 15:29,3.965,Approved
2016-06-22 15:59,4.028,Approved
2016-06-22 16:29,3.957,Approved
2016-06-22 16:59,3.973,Approved
2016-06-22 17:29,3.884,Approved
2016-06-22 17:59,3.909,Approved
2016-06-22 18:29,3.949,Approved
2016-06-22 18:59,3.802,Approved
2016-06-22 19:29,3.777,Approved
2016-06-22 19:59,3.726,Approved
2016-06-22 20:29,3.431,Approved
2016-06-22 20:59,3.365,Approved
2016-06-22 21:29,3.307,Approved
2016-06-22 21:59,3.287,Approved
2016-06-22 22:29,3.258,Approved
2016-06-22 22:59,3.177,Approved
2016-06-22 23:29,3.094,Approved
2016-06-22 23:59,3.207,Approved
2016-06-23 00:29,3.217,Approved
2016-06-23 00:59,3.277,Approved
2016-06-23 01:29,3.238,Approved
2016-06-23 01:59,3.297,Approved
2016-06-23 02:29,3.403,Approved
2016-06-23 02:59,3.317,Approved
2016-06-23 03:29,3.365,Approved
2016-06-23 03:59,3.326,Approved
2016-06-23 04:29,3.374,Approved
2016-06-23 04:59,3.374,Approved
2016-06-23 05:29,3.384,Approved
2016-06-23 05:59,3.384,Approved
2016-06-23 06:29,3.394,Approved
2016-06-23 06:59,3.431,Approved
2016-06-23 07:29,3.469,Approved
2016-06-23 07:59,3.403,Approved
2016-06-23 08:29,3.431,Approved
2016-06-23 08:59,3.478,Approved
2016-06-23 09:29,3.640,Approved
2016-06-23 09:59,3.709,Approved
2016-06-23 10:29,3.802,Approved
2016-06-23 10:59,4.035,Approved
2016-06-23 11:29,3.909,Approved
2016-06-23 11:59,3.909,Approved
2016-06-23 12:29,3.852,Approved
2016-06-23 12:59,3.852,Approved
2016-06-23 13:29,3.884,Approved
2016-06-23 13:59,3.852,Approved
2016-06-23 14:29,3.884,Approved
2016-06-23 14:59,3.892,Approved
2016-06-23 15:29,3.768,Approved
2016-06-23 15:59,3.735,Approved
2016-06-23 16:29,3.777,Approved
2016-06-23 16:59,3.613,Approved
2016-06-23 17:29,3.578,Approved
2016-06-23 17:59,3.441,Approved
2016-06-23 18:29,3.403,Approved
2016-06-23 18:59,3.412,Approved
2016-06-23 19:29,3.197,Approved
2016-06-23 19:59,3.207,Approved
2016-06-23 20:29,3.167,Approved
2016-06-23 20:59,3.051,Approved
2016-06-23 21:29,3.040,Approved
2016-06-23 21:59,3.083,Approved
2016-06-23 22:29,3.062,Approved
2016-06-23 22:59,3.094,Approved
2016-06-23 23:29,3.062,Approved
2016-06-23 23:59,3.062,Approved
2016-06-24 00:29,3.072,Approved
2016-06-24 00:59,3.136,Approved
2016-06-24 01:29,3.177,Approved
2016-06-24 01:59,3.156,Approved
2016-06-24 02:29,3.207,Approved
2016-06-24 02:59,3.177,Approved
2016-06-24 03:29,3.177,Approved
2016-06-24 03:59,3.177,Approved
2016-06-24 04:29,3.177,Approved
2016-06-24 04:59,3.177,Approved
2016-06-24 05:29,3.187,Approved
2016-06-24 05:59,3.146,Approved
2016-06-24 06:29,3.187,Approved
2016-06-24 06:59,3.238,Approved
2016-06-24 07:29,3.267,Approved
2016-06-24 07:59,3.297,Approved
2016-06-24 08:29,3.355,Approved
2016-06-24 08:59,3.542,Approved
2016-06-24 09:29,3.604,Approved
2016-06-24 09:59,3.819,Approved
2016-06-24 10:29,3.901,Approved
2016-06-24 10:59,4.066,Approved
2016-06-24 11:29,4.188,Approved
2016-06-24 11:59,4.262,Approved
2016-06-24 12:29,4.348,Approved
2016-06-24 12:59,4.419,Approved
2016-06-24 13:29,4.398,Approved
2016-06-24 13:59,4.419,Approved
2016-06-24 14:29,4.348,Approved
2016-06-24 14:59,4.348,Approved
2016-06-24 15:29,4.313,Approved
2016-06-24 15:59,4.291,Approved
2016-06-24 16:29,4.262,Approved
2016-06-24 16:59,4.341,Approved
2016-06-24 17:29,5.208,Approved
2016-06-24 17:59,5.272,Approved
2016-06-24 18:29,5.390,Approved
2016-06-24 18:59,5.368,Approved
2016-06-24 19:29,5.345,Approved
2016-06-24 19:59,5.534,Approved
2016-06-24 20:29,5.517,Approved
2016-06-24 20:59,5.495,Approved
2016-06-24 21:29,5.495,Approved
2016-06-24 21:59,5.396,Approved
2016-06-24 22:29,5.396,Approved
2016-06-24 22:59,5.340,Approved
2016-06-24 23:29,5.311,Approved
2016-06-24 23:59,5.289,Approved
2016-06-25 00:29,5.317,Approved
2016-06-25 00:59,5.317,Approved
2016-06-25 01:29,5.317,Approved
2016-06-25 01:59,5.368,Approved
2016-06-25 02:29,5.368,Approved
2016-06-25 02:59,5.368,Approved
2016-06-25 03:29,5.340,Approved
2016-06-25 03:59,5.114,Approved
2016-06-25 04:29,5.084,Approved
2016-06-25 04:59,5.054,Approved
2016-06-25 05:29,5.024,Approved
2016-06-25 05:59,5.000,Approved
2016-06-25 06:29,4.876,Approved
2016-06-25 06:59,4.845,Approved
2016-06-25 07:29,4.807,Approved
2016-06-25 07:59,4.794,Approved
2016-06-25 08:29,5.090,Approved
2016-06-25 08:59,5.266,Approved
2016-06-25 09:29,5.390,Approved
2016-06-25 09:59,5.424,Approved
2016-06-25 10:29,5.173,Approved
2016-06-25 10:59,5.120,Approved
2016-06-25 11:29,5.196,Approved
2016-06-25 11:59,5.024,Approved
2016-06-25 12:29,4.963,Approved
2016-06-25 12:59,4.963,Approved
2016-06-25 13:29,4.788,Approved
2016-06-25 13:59,4.684,Approved
2016-06-25 14:29,4.496,Approved
2016-06-25 14:59,4.412,Approved
2016-06-25 15:29,4.334,Approved
2016-06-25 15:59,4.276,Approved
2016-06-25 16:29,4.173,Approved
2016-06-25 16:59,4.158,Approved
2016-06-25 17:29,4.035,Approved
2016-06-25 17:59,4.158,Approved
2016-06-25 18:29,4.509,Approved
2016-06-25 18:59,4.496,Approved
2016-06-25 19:29,4.426,Approved
2016-06-25 19:59,4.468,Approved
2016-06-25 20:29,4.284,Approved
2016-06-25 20:59,3.569,Approved
2016-06-25 21:29,3.422,Approved
2016-06-25 21:59,3.450,Approved
2016-06-25 22:29,3.374,Approved
2016-06-25 22:59,3.441,Approved
2016-06-25 23:29,3.355,Approved
2016-06-25 23:59,3.374,Approved
2016-06-26 00:29,3.384,Approved
2016-06-26 00:59,3.441,Approved
2016-06-26 01:29,3.450,Approved
2016-06-26 01:59,3.450,Approved
2016-06-26 02:29,3.505,Approved
2016-06-26 02:59,3.374,Approved
2016-06-26 03:29,3.431,Approved
2016-06-26 03:59,3.431,Approved
2016-06-26 04:29,3.441,Approved
2016-06-26 04:59,3.450,Approved
2016-06-26 05:29,3.496,Approved
2016-06-26 05:59,3.505,Approved
2016-06-26 06:29,3.505,Approved
2016-06-26 06:59,3.496,Approved
2016-06-26 07:29,3.533,Approved
2016-06-26 07:59,3.560,Approved
2016-06-26 08:29,3.514,Approved
2016-06-26 08:59,3.657,Approved
2016-06-26 09:29,4.150,Approved
2016-06-26 09:59,4.305,Approved
2016-06-26 10:29,4.269,Approved
2016-06-26 10:59,4.254,Approved
2016-06-26 11:29,4.173,Approved
2016-06-26 11:59,4.120,Approved
2016-06-26 12:29,4.066,Approved
2016-06-26 12:59,3.996,Approved
2016-06-26 13:29,3.988,Approved
2016-06-26 13:59,3.876,Approved
2016-06-26 14:29,3.843,Approved
2016-06-26 14:59,3.827,Approved
2016-06-26 15:29,3.843,Approved
2016-06-26 15:59,3.835,Approved
2016-06-26 16:29,3.735,Approved
2016-06-26 16:59,3.374,Approved
2016-06-26 17:29,3.146,Approved
2016-06-26 17:59,3.177,Approved
2016-06-26 18:29,3.514,Approved
2016-06-26 18:59,3.560,Approved
2016-06-26 19:29,3.478,Approved
2016-06-26 19:59,3.384,Approved
2016-06-26 20:29,3.115,Approved
2016-06-26 20:59,2.815,Approved
2016-06-26 21:29,2.804,Approved
2016-06-26 21:59,2.720,Approved
2016-06-26 22:29,2.683,Approved
2016-06-26 22:59,2.768,Approved
2016-06-26 23:29,2.780,Approved
2016-06-26 23:59,2.804,Approved
2016-06-27 00:29,2.827,Approved
2016-06-27 00:59,2.839,Approved
2016-06-27 01:29,2.851,Approved
2016-06-27 01:59,2.862,Approved
2016-06-27 02:29,2.874,Approved
2016-06-27 02:59,2.874,Approved
2016-06-27 03:29,2.885,Approved
2016-06-27 03:59,2.896,Approved
2016-06-27 04:29,2.908,Approved
2016-06-27 04:59,2.908,Approved
2016-06-27 05:29,2.908,Approved
2016-06-27 05:59,2.862,Approved
2016-06-27 06:29,2.919,Approved
2016-06-27 06:59,2.919,Approved
2016-06-27 07:29,2.953,Approved
2016-06-27 07:59,2.942,Approved
2016-06-27 08:29,2.942,Approved
2016-06-27 08:59,3.051,Approved
2016-06-27 09:29,3.412,Approved
2016-06-27 09:59,3.496,Approved
2016-06-27 10:29,3.551,Approved
2016-06-27 10:59,3.596,Approved
2016-06-27 11:29,3.631,Approved
2016-06-27 11:59,3.569,Approved
2016-06-27 12:29,3.450,Approved
2016-06-27 12:59,3.450,Approved
2016-06-27 13:29,3.374,Approved
2016-06-27 13:59,3.394,Approved
2016-06-27 14:29,3.384,Approved
2016-06-27 14:59,3.384,Approved
2016-06-27 15:29,3.336,Approved
2016-06-27 15:59,3.317,Approved
2016-06-27 16:29,3.412,Approved
2016-06-27 16:59,3.365,Approved
2016-06-27 17:29,3.346,Approved
2016-06-27 17:59,3.197,Approved
2016-06-27 18:29,3.248,Approved
2016-06-27 18:59,3.217,Approved
2016-06-27 19:29,3.287,Approved
2016-06-27 19:59,3.187,Approved
2016-06-27 20:29,2.874,Approved
2016-06-27 20:59,2.594,Approved
2016-06-27 21:29,2.568,Approved
2016-06-27 21:59,2.658,Approved
2016-06-27 22:29,2.632,Approved
2016-06-27 22:59,2.581,Approved
2016-06-27 23:29,2.542,Approved
2016-06-27 23:59,2.683,Approved
2016-06-28 00:29,2.756,Approved
2016-06-28 00:59,2.768,Approved
2016-06-28 01:29,2.768,Approved
2016-06-28 01:59,2.780,Approved
2016-06-28 02:29,2.756,Approved
2016-06-28 02:59,2.804,Approved
2016-06-28 03:29,2.851,Approved
2016-06-28 03:59,3.072,Approved
2016-06-28 04:29,3.072,Approved
2016-06-28 04:59,3.072,Approved
2016-06-28 05:29,3.083,Approved
2016-06-28 05:59,3.083,Approved
2016-06-28 06:29,3.072,Approved
2016-06-28 06:59,3.072,Approved
2016-06-28 07:29,3.156,Approved
2016-06-28 07:59,3.146,Approved
2016-06-28 08:29,3.156,Approved
2016-06-28 08:59,3.478,Approved
2016-06-28 09:29,3.560,Approved
2016-06-28 09:59,3.384,Approved
2016-06-28 10:29,3.469,Approved
2016-06-28 10:59,3.459,Approved
2016-06-28 11:29,3.487,Approved
2016-06-28 11:59,3.441,Approved
2016-06-28 12:29,3.487,Approved
2016-06-28 12:59,3.394,Approved
2016-06-28 13:29,3.441,Approved
2016-06-28 13:59,3.384,Approved
2016-06-28 14:29,3.317,Approved
2016-06-28 14:59,3.238,Approved
2016-06-28 15:29,3.115,Approved
2016-06-28 15:59,3.051,Approved
2016-06-28 16:29,3.156,Approved
2016-06-28 16:59,2.930,Approved
2016-06-28 17:29,3.177,Approved
2016-06-28 17:59,2.804,Approved
2016-06-28 18:29,2.815,Approved
2016-06-28 18:59,2.839,Approved
2016-06-28 19:29,2.744,Approved
2016-06-28 19:59,2.632,Approved
2016-06-28 20:29,3.505,Approved
2016-06-28 20:59,3.709,Approved
2016-06-28 21:29,1.927,Approved
2016-06-28 21:59,1.775,Approved
2016-06-28 22:29,1.787,Approved
2016-06-28 22:59,1.793,Approved
2016-06-28 23:29,1.863,Approved
2016-06-28 23:59,1.898,Approved
2016-06-29 00:29,1.904,Approved
2016-06-29 00:59,1.910,Approved
2016-06-29 01:29,1.916,Approved
2016-06-29 01:59,1.921,Approved
2016-06-29 02:29,1.927,Approved
2016-06-29 02:59,1.933,Approved
2016-06-29 03:29,1.939,Approved
2016-06-29 03:59,1.939,Approved
2016-06-29 04:29,1.945,Approved
2016-06-29 04:59,1.945,Approved
2016-06-29 05:29,1.951,Approved
2016-06-29 05:59,1.951,Approved
2016-06-29 06:29,2.018,Approved
2016-06-29 06:59,2.018,Approved
2016-06-29 07:29,2.102,Approved
2016-06-29 07:59,2.151,Approved
2016-06-29 08:29,2.304,Approved
2016-06-29 08:59,3.365,Approved
2016-06-29 09:29,3.487,Approved
2016-06-29 09:59,3.008,Approved
2016-06-29 10:29,2.862,Approved
2016-06-29 10:59,2.839,Approved
2016-06-29 11:29,2.780,Approved
2016-06-29 11:59,2.885,Approved
2016-06-29 12:29,2.862,Approved
2016-06-29 12:59,2.851,Approved
2016-06-29 13:29,2.792,Approved
2016-06-29 13:59,2.780,Approved
2016-06-29 14:29,2.815,Approved
2016-06-29 14:59,2.780,Approved
2016-06-29 15:29,2.815,Approved
2016-06-29 15:59,2.804,Approved
2016-06-29 16:29,2.732,Approved
2016-06-29 16:59,2.594,Approved
2016-06-29 17:29,2.334,Approved
2016-06-29 17:59,2.085,Approved
2016-06-29 18:29,2.052,Approved
2016-06-29 18:59,2.018,Approved
2016-06-29 19:29,1.927,Approved
2016-06-29 19:59,1.939,Approved
2016-06-29 20:29,1.804,Approved
2016-06-29 20:59,1.547,Approved
2016-06-29 21:29,1.459,Approved
2016-06-29 21:59,1.470,Approved
2016-06-29 22:29,1.476,Approved
2016-06-29 22:59,1.517,Approved
2016-06-29 23:29,1.558,Approved
2016-06-29 23:59,1.541,Approved
2016-06-30 00:29,1.547,Approved
2016-06-30 00:59,1.552,Approved
2016-06-30 01:29,1.558,Approved
2016-06-30 01:59,1.564,Approved
2016-06-30 02:29,1.570,Approved
2016-06-30 02:59,1.599,Approved
2016-06-30 03:29,1.605,Approved
2016-06-30 03:59,1.605,Approved
2016-06-30 04:29,1.634,Approved
2016-06-30 04:59,1.629,Approved
2016-06-30 05:29,1.664,Approved
2016-06-30 05:59,1.664,Approved
2016-06-30 06:29,1.716,Approved
2016-06-30 06:59,1.769,Approved
2016-06-30 07:29,1.793,Approved
2016-06-30 07:59,1.816,Approved
2016-06-30 08:29,1.851,Approved
2016-06-30 08:59,2.018,Approved
2016-06-30 09:29,2.363,Approved
2016-06-30 09:59,2.555,Approved
2016-06-30 10:29,2.447,Approved
2016-06-30 10:59,2.885,Approved
2016-06-30 11:29,3.030,Approved
2016-06-30 11:59,2.720,Approved
2016-06-30 12:29,2.555,Approved
2016-06-30 12:59,2.568,Approved
2016-06-30 13:29,2.488,Approved
2016-06-30 13:59,2.502,Approved
2016-06-30 14:29,2.461,Approved
2016-06-30 14:59,2.447,Approved
2016-06-30 15:29,2.502,Approved
2016-06-30 15:59,2.488,Approved
2016-06-30 16:29,2.542,Approved
2016-06-30 16:59,2.488,Approved
2016-06-30 17:29,2.319,Approved
2016-06-30 17:59,1.945,Approved
2016-06-30 18:29,2.085,Approved
2016-06-30 18:59,2.275,Approved
